image_id,fold,xmin,ymin,xmax,ymax,isbox,source,label
27_85,2,1084.0,506.0,1137.0,610.0,True,5,5
27_85,2,777.0,464.0,831.0,547.0,True,2,2
27_85,2,1278.0,623.0,1389.0,744.0,True,1,1
27_85,2,1280.0,587.0,1369.0,710.0,True,2,2
27_85,2,1194.0,417.0,1290.0,467.0,True,1,1
27_85,2,1187.0,395.0,1265.0,439.0,True,1,1
27_85,2,1274.0,394.0,1345.0,437.0,True,1,1
27_85,2,1223.0,395.0,1265.0,466.0,True,2,2
27_86,2,484.0,612.0,602.0,724.0,True,1,1
27_86,2,1023.0,524.0,1094.0,617.0,True,2,2
27_86,2,1008.0,553.0,1113.0,645.0,True,1,1
27_86,2,504.0,573.0,583.0,690.0,True,2,2
27_86,2,999.0,596.0,1085.0,738.0,True,2,2
27_86,2,1187.0,529.0,1274.0,613.0,True,1,1
27_86,2,993.0,639.0,1102.0,758.0,True,1,1
27_86,2,1012.0,802.0,1185.0,979.0,True,1,1
27_86,2,1028.0,754.0,1155.0,922.0,True,2,2
27_86,2,747.0,503.0,824.0,561.0,True,1,1
27_86,2,712.0,859.0,870.0,1080.0,True,2,2
27_86,2,681.0,911.0,917.0,1080.0,True,1,1
27_86,2,1187.0,552.0,1261.0,657.0,True,2,2
27_86,2,1181.0,590.0,1271.0,688.0,True,1,1
27_86,2,1199.0,500.0,1262.0,595.0,True,2,2
27_86,2,561.0,567.0,609.0,668.0,True,5,5
27_86,2,1311.0,498.0,1382.0,600.0,True,2,2
27_86,2,1310.0,539.0,1391.0,609.0,True,1,1
27_86,2,1069.0,512.0,1120.0,615.0,True,5,5
27_86,2,761.0,470.0,814.0,557.0,True,2,2
27_86,2,1259.0,632.0,1369.0,756.0,True,1,1
27_86,2,1265.0,593.0,1354.0,719.0,True,2,2
27_86,2,1181.0,417.0,1279.0,468.0,True,1,1
27_86,2,1167.0,391.0,1248.0,438.0,True,1,1
27_86,2,1261.0,395.0,1333.0,438.0,True,1,1
27_86,2,1213.0,396.0,1255.0,467.0,True,2,2
27_87,2,474.0,617.0,597.0,728.0,True,1,1
27_87,2,1007.0,528.0,1080.0,623.0,True,2,2
27_87,2,994.0,558.0,1102.0,651.0,True,1,1
27_87,2,493.0,576.0,570.0,699.0,True,2,2
27_87,2,982.0,603.0,1070.0,747.0,True,2,2
27_87,2,1174.0,534.0,1262.0,621.0,True,1,1
27_87,2,976.0,646.0,1088.0,769.0,True,1,1
27_87,2,987.0,815.0,1164.0,995.0,True,1,1
27_87,2,1007.0,764.0,1136.0,937.0,True,2,2
27_87,2,736.0,505.0,814.0,564.0,True,1,1
27_87,2,680.0,874.0,844.0,1080.0,True,2,2
27_87,2,653.0,925.0,891.0,1080.0,True,1,1
27_87,2,1175.0,559.0,1250.0,666.0,True,2,2
27_87,2,1167.0,597.0,1260.0,696.0,True,1,1
27_87,2,1184.0,508.0,1248.0,598.0,True,2,2
27_87,2,549.0,570.0,596.0,671.0,True,5,5
27_87,2,1302.0,502.0,1373.0,605.0,True,2,2
27_87,2,1301.0,544.0,1386.0,616.0,True,1,1
27_87,2,1055.0,516.0,1109.0,619.0,True,5,5
27_87,2,746.0,472.0,803.0,560.0,True,2,2
27_87,2,1245.0,639.0,1359.0,764.0,True,1,1
27_87,2,1254.0,600.0,1342.0,726.0,True,2,2
27_87,2,1175.0,419.0,1273.0,470.0,True,1,1
27_87,2,1154.0,392.0,1237.0,438.0,True,1,1
27_87,2,1248.0,396.0,1321.0,439.0,True,1,1
27_87,2,1204.0,396.0,1246.0,468.0,True,2,2
27_87,2,1077.0,412.0,1131.0,453.0,True,1,1
27_87,2,1463.0,435.0,1504.0,511.0,True,2,2
27_87,2,1459.0,457.0,1503.0,514.0,True,1,1
27_88,2,459.0,622.0,587.0,733.0,True,1,1
27_88,2,991.0,532.0,1065.0,629.0,True,2,2
27_88,2,972.0,564.0,1084.0,659.0,True,1,1
27_88,2,479.0,579.0,557.0,696.0,True,2,2
27_88,2,957.0,613.0,1049.0,760.0,True,2,2
27_88,2,1158.0,549.0,1246.0,631.0,True,1,1
27_88,2,952.0,656.0,1068.0,785.0,True,1,1
27_88,2,947.0,829.0,1134.0,1019.0,True,1,1
27_88,2,971.0,780.0,1103.0,959.0,True,2,2
27_88,2,718.0,512.0,796.0,573.0,True,1,1
27_88,2,630.0,894.0,800.0,1080.0,True,2,2
27_88,2,600.0,947.0,851.0,1080.0,True,1,1
27_88,2,1162.0,566.0,1238.0,675.0,True,2,2
27_88,2,1153.0,604.0,1250.0,705.0,True,1,1
27_88,2,1168.0,515.0,1231.0,610.0,True,2,2
27_88,2,537.0,573.0,588.0,675.0,True,5,5
27_88,2,1292.0,507.0,1365.0,610.0,True,2,2
27_88,2,1291.0,548.0,1377.0,622.0,True,1,1
27_88,2,1043.0,521.0,1090.0,628.0,True,5,5
27_88,2,732.0,480.0,785.0,563.0,True,2,2
27_88,2,1226.0,650.0,1345.0,777.0,True,1,1
27_88,2,1239.0,607.0,1325.0,736.0,True,2,2
27_88,2,1161.0,418.0,1262.0,470.0,True,1,1
27_88,2,1136.0,392.0,1218.0,439.0,True,1,1
27_88,2,1236.0,396.0,1307.0,440.0,True,1,1
27_88,2,1194.0,397.0,1236.0,469.0,True,2,2
27_88,2,1064.0,414.0,1121.0,457.0,True,1,1
27_88,2,1458.0,439.0,1503.0,512.0,True,2,2
27_88,2,1453.0,460.0,1503.0,513.0,True,1,1
27_89,2,448.0,627.0,571.0,731.0,True,1,1
27_89,2,976.0,537.0,1053.0,637.0,True,2,2
27_89,2,957.0,567.0,1071.0,668.0,True,1,1
27_89,2,468.0,585.0,543.0,696.0,True,2,2
27_89,2,940.0,622.0,1032.0,777.0,True,2,2
27_89,2,1142.0,551.0,1234.0,644.0,True,1,1
27_89,2,935.0,664.0,1051.0,796.0,True,1,1
27_89,2,920.0,843.0,1112.0,1038.0,True,1,1
27_89,2,945.0,792.0,1079.0,974.0,True,2,2
27_89,2,706.0,517.0,784.0,576.0,True,1,1
27_89,2,596.0,910.0,769.0,1080.0,True,2,2
27_89,2,570.0,962.0,824.0,1080.0,True,1,1
27_89,2,1149.0,571.0,1228.0,684.0,True,2,2
27_89,2,1140.0,611.0,1240.0,714.0,True,1,1
27_89,2,1154.0,520.0,1218.0,621.0,True,2,2
27_89,2,524.0,578.0,568.0,680.0,True,5,5
27_89,2,1282.0,512.0,1357.0,615.0,True,2,2
27_89,2,1280.0,552.0,1367.0,628.0,True,1,1
27_89,2,1027.0,525.0,1077.0,627.0,True,5,5
27_89,2,719.0,484.0,774.0,568.0,True,2,2
27_89,2,1211.0,660.0,1333.0,785.0,True,1,1
27_89,2,1225.0,614.0,1310.0,745.0,True,2,2
27_89,2,1152.0,422.0,1253.0,470.0,True,1,1
27_89,2,1135.0,392.0,1207.0,437.0,True,1,1
27_89,2,1223.0,397.0,1296.0,441.0,True,1,1
27_89,2,1185.0,398.0,1227.0,470.0,True,2,2
27_89,2,1054.0,416.0,1106.0,457.0,True,1,1
27_89,2,1454.0,439.0,1502.0,514.0,True,2,2
27_89,2,1450.0,465.0,1501.0,515.0,True,1,1
27_90,2,960.0,544.0,1033.0,642.0,True,2,2
27_90,2,936.0,574.0,1056.0,676.0,True,1,1
27_90,2,458.0,590.0,531.0,695.0,True,2,2
27_90,2,917.0,634.0,1011.0,787.0,True,2,2
27_90,2,1122.0,556.0,1217.0,652.0,True,1,1
27_90,2,907.0,677.0,1029.0,812.0,True,1,1
27_90,2,879.0,861.0,1080.0,1064.0,True,1,1
27_90,2,906.0,809.0,1045.0,988.0,True,2,2
27_90,2,688.0,521.0,768.0,582.0,True,1,1
27_90,2,541.0,935.0,724.0,1080.0,True,2,2
27_90,2,541.0,987.0,786.0,1080.0,True,1,1
27_90,2,1136.0,581.0,1214.0,695.0,True,2,2
27_90,2,1123.0,621.0,1226.0,725.0,True,1,1
27_90,2,1133.0,526.0,1199.0,633.0,True,2,2
27_90,2,1271.0,518.0,1344.0,621.0,True,2,2
27_90,2,1269.0,558.0,1356.0,637.0,True,1,1
27_90,2,1010.0,528.0,1059.0,632.0,True,5,5
27_90,2,701.0,487.0,757.0,572.0,True,2,2
27_90,2,1186.0,677.0,1316.0,799.0,True,1,1
27_90,2,1204.0,622.0,1293.0,758.0,True,2,2
27_90,2,1140.0,421.0,1242.0,471.0,True,1,1
27_90,2,1095.0,395.0,1186.0,442.0,True,1,1
27_90,2,1207.0,398.0,1278.0,442.0,True,1,1
27_90,2,1176.0,399.0,1218.0,469.0,True,2,2
27_90,2,1039.0,417.0,1097.0,458.0,True,1,1
27_90,2,1447.0,444.0,1497.0,524.0,True,2,2
27_90,2,1444.0,468.0,1497.0,527.0,True,1,1
27_91,2,944.0,547.0,1018.0,646.0,True,2,2
27_91,2,923.0,578.0,1042.0,674.0,True,1,1
27_91,2,448.0,588.0,518.0,686.0,True,2,2
27_91,2,893.0,644.0,989.0,798.0,True,2,2
27_91,2,1109.0,561.0,1203.0,659.0,True,1,1
27_91,2,887.0,686.0,1013.0,821.0,True,1,1
27_91,2,851.0,872.0,1058.0,1080.0,True,1,1
27_91,2,877.0,823.0,1020.0,1004.0,True,2,2
27_91,2,678.0,526.0,756.0,584.0,True,1,1
27_91,2,504.0,950.0,688.0,1080.0,True,2,2
27_91,2,505.0,1003.0,752.0,1080.0,True,1,1
27_91,2,1125.0,585.0,1201.0,700.0,True,2,2
27_91,2,1111.0,628.0,1215.0,733.0,True,1,1
27_91,2,1117.0,533.0,1187.0,646.0,True,2,2
27_91,2,1262.0,521.0,1333.0,624.0,True,2,2
27_91,2,1259.0,562.0,1347.0,643.0,True,1,1
27_91,2,996.0,531.0,1047.0,637.0,True,5,5
27_91,2,688.0,491.0,746.0,578.0,True,2,2
27_91,2,1169.0,683.0,1303.0,808.0,True,1,1
27_91,2,1183.0,628.0,1276.0,766.0,True,2,2
27_91,2,1136.0,422.0,1235.0,471.0,True,1,1
27_91,2,1081.0,398.0,1172.0,442.0,True,1,1
27_91,2,1197.0,399.0,1267.0,443.0,True,1,1
27_91,2,1249.0,619.0,1302.0,746.0,True,5,5
27_91,2,1166.0,400.0,1208.0,467.0,True,2,2
27_91,2,1029.0,420.0,1088.0,467.0,True,1,1
27_91,2,1439.0,448.0,1492.0,533.0,True,2,2
27_91,2,1439.0,471.0,1493.0,539.0,True,1,1
27_91,2,1418.0,539.0,1484.0,597.0,True,1,1
27_91,2,1418.0,501.0,1483.0,587.0,True,2,2
27_92,2,921.0,555.0,999.0,656.0,True,2,2
27_92,2,902.0,584.0,1019.0,681.0,True,1,1
27_92,2,860.0,656.0,965.0,813.0,True,2,2
27_92,2,1089.0,568.0,1187.0,671.0,True,1,1
27_92,2,853.0,696.0,987.0,841.0,True,1,1
27_92,2,807.0,891.0,1025.0,1080.0,True,1,1
27_92,2,837.0,842.0,985.0,1030.0,True,2,2
27_92,2,660.0,533.0,742.0,593.0,True,1,1
27_92,2,477.0,975.0,632.0,1080.0,True,2,2
27_92,2,477.0,1028.0,706.0,1080.0,True,1,1
27_92,2,1107.0,593.0,1184.0,711.0,True,2,2
27_92,2,1095.0,636.0,1202.0,744.0,True,1,1
27_92,2,1098.0,539.0,1169.0,652.0,True,2,2
27_92,2,1246.0,525.0,1321.0,630.0,True,2,2
27_92,2,1244.0,567.0,1336.0,652.0,True,1,1
27_92,2,975.0,540.0,1027.0,647.0,True,5,5
27_92,2,672.0,496.0,730.0,587.0,True,2,2
27_92,2,1143.0,693.0,1284.0,821.0,True,1,1
27_92,2,1162.0,637.0,1257.0,780.0,True,2,2
27_92,2,1135.0,415.0,1222.0,471.0,True,1,1
27_92,2,1059.0,399.0,1151.0,442.0,True,1,1
27_92,2,1225.0,627.0,1279.0,759.0,True,5,5
27_92,2,1152.0,399.0,1195.0,470.0,True,2,2
27_92,2,1017.0,422.0,1068.0,468.0,True,1,1
27_92,2,1429.0,451.0,1487.0,537.0,True,2,2
27_92,2,1428.0,475.0,1486.0,543.0,True,1,1
27_92,2,1412.0,545.0,1473.0,588.0,True,1,1
27_92,2,1412.0,506.0,1473.0,588.0,True,2,2
27_93,2,907.0,562.0,985.0,666.0,True,2,2
27_93,2,892.0,592.0,1004.0,693.0,True,1,1
27_93,2,842.0,665.0,941.0,810.0,True,2,2
27_93,2,1075.0,576.0,1173.0,680.0,True,1,1
27_93,2,829.0,708.0,969.0,855.0,True,1,1
27_93,2,781.0,904.0,1002.0,1080.0,True,1,1
27_93,2,814.0,853.0,961.0,1051.0,True,2,2
27_93,2,648.0,539.0,728.0,596.0,True,1,1
27_93,2,458.0,995.0,585.0,1080.0,True,2,2
27_93,2,1088.0,601.0,1166.0,722.0,True,2,2
27_93,2,1079.0,644.0,1189.0,755.0,True,1,1
27_93,2,1080.0,541.0,1155.0,659.0,True,2,2
27_93,2,1236.0,530.0,1312.0,637.0,True,2,2
27_93,2,1233.0,574.0,1327.0,662.0,True,1,1
27_93,2,960.0,545.0,1015.0,657.0,True,5,5
27_93,2,659.0,501.0,718.0,593.0,True,2,2
27_93,2,1125.0,703.0,1271.0,831.0,True,1,1
27_93,2,1150.0,644.0,1239.0,787.0,True,2,2
27_93,2,1135.0,416.0,1214.0,469.0,True,1,1
27_93,2,1056.0,399.0,1120.0,440.0,True,1,1
27_93,2,1207.0,634.0,1267.0,778.0,True,5,5
27_93,2,1143.0,400.0,1186.0,467.0,True,2,2
27_93,2,1018.0,424.0,1073.0,469.0,True,1,1
27_93,2,1428.0,455.0,1480.0,538.0,True,2,2
27_93,2,1423.0,480.0,1483.0,542.0,True,1,1
27_93,2,1411.0,551.0,1463.0,597.0,True,1,1
27_93,2,1412.0,510.0,1463.0,588.0,True,2,2
27_94,2,890.0,568.0,966.0,676.0,True,2,2
27_94,2,874.0,599.0,986.0,705.0,True,1,1
27_94,2,809.0,678.0,906.0,829.0,True,2,2
27_94,2,1051.0,584.0,1154.0,688.0,True,1,1
27_94,2,791.0,721.0,942.0,875.0,True,1,1
27_94,2,745.0,923.0,969.0,1080.0,True,1,1
27_94,2,769.0,874.0,924.0,1074.0,True,2,2
27_94,2,629.0,544.0,711.0,603.0,True,1,1
27_94,2,408.0,1026.0,513.0,1080.0,True,2,2
27_94,2,1070.0,609.0,1155.0,732.0,True,2,2
27_94,2,1063.0,655.0,1161.0,767.0,True,1,1
27_94,2,1065.0,551.0,1135.0,669.0,True,2,2
27_94,2,1222.0,536.0,1299.0,644.0,True,2,2
27_94,2,1222.0,580.0,1316.0,673.0,True,1,1
27_94,2,940.0,553.0,994.0,672.0,True,5,5
27_94,2,637.0,506.0,702.0,601.0,True,2,2
27_94,2,1100.0,713.0,1250.0,846.0,True,1,1
27_94,2,1124.0,654.0,1217.0,801.0,True,2,2
27_94,2,1136.0,418.0,1202.0,470.0,True,1,1
27_94,2,1188.0,644.0,1246.0,789.0,True,5,5
27_94,2,1421.0,459.0,1474.0,542.0,True,2,2
27_94,2,1415.0,484.0,1476.0,546.0,True,1,1
27_94,2,1391.0,556.0,1459.0,645.0,True,1,1
27_94,2,1405.0,517.0,1459.0,587.0,True,2,2
27_95,2,873.0,574.0,947.0,685.0,True,2,2
27_95,2,856.0,606.0,968.0,717.0,True,1,1
27_95,2,784.0,686.0,884.0,841.0,True,2,2
27_95,2,1037.0,590.0,1141.0,698.0,True,1,1
27_95,2,763.0,731.0,922.0,889.0,True,1,1
27_95,2,722.0,937.0,945.0,1080.0,True,1,1
27_95,2,743.0,888.0,895.0,1080.0,True,2,2
27_95,2,612.0,550.0,696.0,608.0,True,1,1
27_95,2,1051.0,617.0,1142.0,744.0,True,2,2
27_95,2,1048.0,656.0,1149.0,777.0,True,1,1
27_95,2,1047.0,557.0,1123.0,677.0,True,2,2
27_95,2,1210.0,540.0,1288.0,650.0,True,2,2
27_95,2,1208.0,585.0,1306.0,679.0,True,1,1
27_95,2,920.0,557.0,978.0,668.0,True,5,5
27_95,2,622.0,511.0,687.0,605.0,True,2,2
27_95,2,1081.0,721.0,1236.0,855.0,True,1,1
27_95,2,1102.0,662.0,1199.0,812.0,True,2,2
27_95,2,1136.0,428.0,1191.0,472.0,True,1,1
27_95,2,1169.0,651.0,1233.0,799.0,True,5,5
27_95,2,981.0,430.0,1045.0,481.0,True,1,1
27_95,2,1415.0,463.0,1469.0,547.0,True,2,2
27_95,2,1408.0,489.0,1471.0,551.0,True,1,1
27_95,2,1380.0,560.0,1438.0,648.0,True,1,1
27_95,2,1384.0,520.0,1438.0,618.0,True,2,2
27_96,2,845.0,581.0,925.0,695.0,True,2,2
27_96,2,833.0,616.0,948.0,731.0,True,1,1
27_96,2,745.0,698.0,847.0,859.0,True,2,2
27_96,2,1010.0,598.0,1122.0,709.0,True,1,1
27_96,2,718.0,746.0,890.0,910.0,True,1,1
27_96,2,671.0,958.0,909.0,1080.0,True,1,1
27_96,2,695.0,909.0,857.0,1080.0,True,2,2
27_96,2,596.0,557.0,681.0,614.0,True,1,1
27_96,2,1033.0,626.0,1123.0,765.0,True,2,2
27_96,2,1026.0,665.0,1130.0,792.0,True,1,1
27_96,2,1021.0,565.0,1098.0,685.0,True,2,2
27_96,2,1197.0,545.0,1275.0,657.0,True,2,2
27_96,2,1191.0,590.0,1294.0,685.0,True,1,1
27_96,2,896.0,563.0,955.0,676.0,True,5,5
27_96,2,607.0,517.0,672.0,611.0,True,2,2
27_96,2,1055.0,731.0,1214.0,869.0,True,1,1
27_96,2,1077.0,673.0,1179.0,824.0,True,2,2
27_96,2,1092.0,427.0,1178.0,471.0,True,1,1
27_96,2,1149.0,661.0,1211.0,810.0,True,5,5
27_96,2,965.0,432.0,1031.0,484.0,True,1,1
27_96,2,1406.0,467.0,1461.0,545.0,True,2,2
27_96,2,1397.0,493.0,1463.0,555.0,True,1,1
27_96,2,1371.0,566.0,1433.0,657.0,True,1,1
27_96,2,1376.0,525.0,1434.0,628.0,True,2,2
27_97,2,823.0,587.0,904.0,705.0,True,2,2
27_97,2,816.0,624.0,933.0,739.0,True,1,1
27_97,2,715.0,710.0,822.0,889.0,True,2,2
27_97,2,994.0,602.0,1109.0,715.0,True,1,1
27_97,2,686.0,758.0,870.0,927.0,True,1,1
27_97,2,649.0,973.0,886.0,1080.0,True,1,1
27_97,2,659.0,923.0,829.0,1080.0,True,2,2
27_97,2,582.0,563.0,669.0,624.0,True,1,1
27_97,2,1013.0,634.0,1104.0,778.0,True,2,2
27_97,2,1006.0,675.0,1115.0,804.0,True,1,1
27_97,2,1005.0,569.0,1082.0,691.0,True,2,2
27_97,2,1185.0,550.0,1264.0,663.0,True,2,2
27_97,2,1179.0,594.0,1284.0,690.0,True,1,1
27_97,2,876.0,570.0,941.0,687.0,True,5,5
27_97,2,591.0,522.0,656.0,619.0,True,2,2
27_97,2,1034.0,739.0,1199.0,881.0,True,1,1
27_97,2,1057.0,680.0,1163.0,834.0,True,2,2
27_97,2,1072.0,427.0,1168.0,472.0,True,1,1
27_97,2,1077.0,405.0,1159.0,448.0,True,1,1
27_97,2,1131.0,670.0,1196.0,820.0,True,5,5
27_97,2,955.0,432.0,1020.0,485.0,True,1,1
27_97,2,1398.0,471.0,1454.0,544.0,True,2,2
27_97,2,1391.0,498.0,1459.0,544.0,True,1,1
27_97,2,1365.0,571.0,1430.0,665.0,True,1,1
27_97,2,1369.0,530.0,1430.0,638.0,True,2,2
27_98,2,800.0,598.0,882.0,716.0,True,2,2
27_98,2,788.0,635.0,910.0,753.0,True,1,1
27_98,2,671.0,727.0,783.0,898.0,True,2,2
27_98,2,966.0,611.0,1089.0,725.0,True,1,1
27_98,2,635.0,774.0,833.0,952.0,True,1,1
27_98,2,612.0,997.0,847.0,1080.0,True,1,1
27_98,2,618.0,946.0,787.0,1080.0,True,2,2
27_98,2,563.0,571.0,653.0,636.0,True,1,1
27_98,2,993.0,643.0,1085.0,791.0,True,2,2
27_98,2,982.0,684.0,1099.0,815.0,True,1,1
27_98,2,983.0,577.0,1060.0,697.0,True,2,2
27_98,2,1173.0,554.0,1254.0,669.0,True,2,2
27_98,2,1163.0,601.0,1271.0,696.0,True,1,1
27_98,2,856.0,578.0,918.0,696.0,True,5,5
27_98,2,575.0,528.0,640.0,627.0,True,2,2
27_98,2,1008.0,754.0,1175.0,898.0,True,1,1
27_98,2,1036.0,689.0,1142.0,846.0,True,2,2
27_98,2,1053.0,426.0,1154.0,472.0,True,1,1
27_98,2,933.0,408.0,1025.0,449.0,True,1,1
27_98,2,1055.0,402.0,1133.0,449.0,True,1,1
27_98,2,1110.0,679.0,1174.0,826.0,True,5,5
27_98,2,941.0,434.0,1009.0,490.0,True,1,1
27_98,2,1389.0,475.0,1446.0,551.0,True,2,2
27_98,2,1383.0,502.0,1449.0,552.0,True,1,1
27_98,2,1359.0,578.0,1428.0,672.0,True,1,1
27_98,2,1361.0,536.0,1433.0,656.0,True,2,2
27_98,2,951.0,408.0,992.0,477.0,True,2,2
27_99,2,781.0,605.0,872.0,725.0,True,2,2
27_99,2,768.0,643.0,894.0,762.0,True,1,1
27_99,2,639.0,741.0,754.0,915.0,True,2,2
27_99,2,949.0,615.0,1061.0,732.0,True,1,1
27_99,2,600.0,787.0,806.0,967.0,True,1,1
27_99,2,578.0,1013.0,820.0,1080.0,True,1,1
27_99,2,579.0,963.0,756.0,1080.0,True,2,2
27_99,2,549.0,577.0,643.0,644.0,True,1,1
27_99,2,975.0,652.0,1065.0,798.0,True,2,2
27_99,2,959.0,693.0,1082.0,826.0,True,1,1
27_99,2,967.0,584.0,1043.0,703.0,True,2,2
27_99,2,1160.0,558.0,1241.0,675.0,True,2,2
27_99,2,1151.0,604.0,1261.0,702.0,True,1,1
27_99,2,838.0,584.0,903.0,704.0,True,5,5
27_99,2,560.0,532.0,627.0,633.0,True,2,2
27_99,2,989.0,762.0,1160.0,908.0,True,1,1
27_99,2,1015.0,699.0,1121.0,859.0,True,2,2
27_99,2,1042.0,427.0,1143.0,471.0,True,1,1
27_99,2,916.0,402.0,992.0,450.0,True,1,1
27_99,2,1039.0,404.0,1106.0,449.0,True,1,1
27_99,2,1090.0,688.0,1154.0,837.0,True,5,5
27_99,2,930.0,436.0,999.0,491.0,True,1,1
27_99,2,1381.0,478.0,1439.0,557.0,True,2,2
27_99,2,1376.0,506.0,1441.0,562.0,True,1,1
27_99,2,1352.0,585.0,1428.0,680.0,True,1,1
27_99,2,1353.0,542.0,1429.0,664.0,True,2,2
27_99,2,941.0,409.0,983.0,481.0,True,2,2
27_100,2,754.0,615.0,847.0,739.0,True,2,2
27_100,2,734.0,654.0,869.0,777.0,True,1,1
27_100,2,591.0,756.0,711.0,936.0,True,2,2
27_100,2,922.0,625.0,1052.0,744.0,True,1,1
27_100,2,546.0,805.0,762.0,994.0,True,1,1
27_100,2,555.0,989.0,707.0,1080.0,True,2,2
27_100,2,531.0,584.0,626.0,656.0,True,1,1
27_100,2,957.0,662.0,1045.0,805.0,True,2,2
27_100,2,932.0,704.0,1059.0,839.0,True,1,1
27_100,2,943.0,591.0,1022.0,709.0,True,2,2
27_100,2,1148.0,563.0,1228.0,681.0,True,2,2
27_100,2,1136.0,611.0,1247.0,709.0,True,1,1
27_100,2,812.0,595.0,876.0,716.0,True,5,5
27_100,2,545.0,540.0,611.0,643.0,True,2,2
27_100,2,960.0,774.0,1135.0,925.0,True,1,1
27_100,2,992.0,709.0,1097.0,874.0,True,2,2
27_100,2,1030.0,427.0,1123.0,469.0,True,1,1
27_100,2,888.0,403.0,986.0,450.0,True,1,1
27_100,2,1030.0,405.0,1096.0,450.0,True,1,1
27_100,2,1070.0,697.0,1134.0,848.0,True,5,5
27_100,2,916.0,438.0,985.0,491.0,True,1,1
27_100,2,1372.0,482.0,1431.0,563.0,True,2,2
27_100,2,1368.0,510.0,1433.0,569.0,True,1,1
27_100,2,1340.0,592.0,1404.0,689.0,True,1,1
27_100,2,1344.0,548.0,1425.0,671.0,True,2,2
27_100,2,929.0,415.0,970.0,481.0,True,2,2
27_100,2,918.0,384.0,961.0,444.0,True,2,2
27_101,2,732.0,624.0,827.0,749.0,True,2,2
27_101,2,710.0,660.0,852.0,787.0,True,1,1
27_101,2,559.0,767.0,681.0,947.0,True,2,2
27_101,2,903.0,632.0,1036.0,753.0,True,1,1
27_101,2,515.0,817.0,732.0,1012.0,True,1,1
27_101,2,539.0,1008.0,667.0,1080.0,True,2,2
27_101,2,518.0,591.0,616.0,657.0,True,1,1
27_101,2,940.0,669.0,1028.0,809.0,True,2,2
27_101,2,914.0,712.0,1046.0,850.0,True,1,1
27_101,2,924.0,597.0,1005.0,715.0,True,2,2
27_101,2,1140.0,568.0,1217.0,687.0,True,2,2
27_101,2,1124.0,615.0,1238.0,714.0,True,1,1
27_101,2,795.0,603.0,857.0,726.0,True,5,5
27_101,2,532.0,544.0,598.0,650.0,True,2,2
27_101,2,942.0,783.0,1119.0,939.0,True,1,1
27_101,2,967.0,719.0,1085.0,884.0,True,2,2
27_101,2,869.0,404.0,966.0,453.0,True,1,1
27_101,2,1056.0,704.0,1119.0,857.0,True,5,5
27_101,2,907.0,441.0,976.0,496.0,True,1,1
27_101,2,1365.0,487.0,1425.0,574.0,True,2,2
27_101,2,1360.0,514.0,1421.0,575.0,True,1,1
27_101,2,1338.0,599.0,1412.0,695.0,True,1,1
27_101,2,1339.0,551.0,1419.0,678.0,True,2,2
27_101,2,920.0,418.0,961.0,485.0,True,2,2
27_101,2,898.0,383.0,941.0,442.0,True,2,2
27_101,2,1028.0,391.0,1069.0,433.0,True,2,2
27_102,2,697.0,635.0,796.0,764.0,True,2,2
27_102,2,674.0,674.0,826.0,803.0,True,1,1
27_102,2,506.0,787.0,633.0,974.0,True,2,2
27_102,2,876.0,641.0,1015.0,766.0,True,1,1
27_102,2,460.0,837.0,694.0,1040.0,True,1,1
27_102,2,497.0,1039.0,584.0,1080.0,True,2,2
27_102,2,499.0,596.0,600.0,683.0,True,1,1
27_102,2,912.0,681.0,1001.0,825.0,True,2,2
27_102,2,882.0,724.0,1018.0,865.0,True,1,1
27_102,2,899.0,606.0,982.0,726.0,True,2,2
27_102,2,1123.0,574.0,1203.0,695.0,True,2,2
27_102,2,1109.0,621.0,1223.0,722.0,True,1,1
27_102,2,764.0,614.0,830.0,741.0,True,5,5
27_102,2,514.0,551.0,584.0,655.0,True,2,2
27_102,2,913.0,783.0,1096.0,955.0,True,1,1
27_102,2,943.0,729.0,1056.0,900.0,True,2,2
27_102,2,994.0,428.0,1098.0,475.0,True,1,1
27_102,2,840.0,404.0,941.0,453.0,True,1,1
27_102,2,980.0,404.0,1059.0,451.0,True,1,1
27_102,2,1028.0,715.0,1096.0,871.0,True,5,5
27_102,2,1029.0,404.0,1070.0,465.0,True,2,2
27_102,2,894.0,444.0,961.0,501.0,True,1,1
27_102,2,1354.0,492.0,1415.0,581.0,True,2,2
27_102,2,1347.0,521.0,1414.0,584.0,True,1,1
27_102,2,1326.0,606.0,1404.0,705.0,True,1,1
27_102,2,1328.0,559.0,1409.0,688.0,True,2,2
27_102,2,902.0,419.0,946.0,487.0,True,2,2
27_102,2,872.0,384.0,914.0,443.0,True,2,2
27_103,2,674.0,641.0,774.0,776.0,True,2,2
27_103,2,649.0,684.0,806.0,815.0,True,1,1
27_103,2,470.0,800.0,600.0,990.0,True,2,2
27_103,2,859.0,648.0,999.0,771.0,True,1,1
27_103,2,416.0,848.0,661.0,1061.0,True,1,1
27_103,2,488.0,601.0,588.0,692.0,True,1,1
27_103,2,892.0,689.0,983.0,837.0,True,2,2
27_103,2,855.0,732.0,1001.0,875.0,True,1,1
27_103,2,884.0,612.0,967.0,735.0,True,2,2
27_103,2,1106.0,578.0,1192.0,702.0,True,2,2
27_103,2,1097.0,624.0,1213.0,727.0,True,1,1
27_103,2,744.0,621.0,810.0,752.0,True,5,5
